source,title,price_million_vnd,price_raw,price_per_m2_million,area_m2,bedrooms,floors,frontage_m,road_width_m,direction,property_type,legal_status,district,address,description,url,scraped_at
homedy_land_list,"🔴💥bán đất đường 7,5m tôn đản - bán đất tặng nhà c4 kiên cố",5800.0,"5,8 Tỷ",77.33,75.0,,,5.08,7.5,,land,,Thanh Khe,Thanh Khe,"Bán đất đường 7,5m Tôn Đản - Bán đất tặng nhà C4 kiên cố-P. Thanh Khê, TP Đà Nẵng-DT: 74,5m2 (ngang 5,08m)-Đường: 7,5 m-Vị trí đẹp, khu dân cư đông, hạ...",https://homedy.com/ban-dat-quan-cam-le-da-nang/duong-75m-ton-dan-tang-nha-c4-kien-co-es3193436,2026-05-18T19:53:59
homedy_land_list,"🔴💥bán đất đường 7,5m tôn đản - bán đất tặng nhà c4 kiên cố",5800.0,"5,8 Tỷ",77.33,75.0,,,5.08,7.5,,land,,Thanh Khe,Thanh Khe,"Bán đất đường 7,5m Tôn Đản - Bán đất tặng nhà C4 kiên cố-P. Thanh Khê, TP Đà Nẵng-DT: 74,5m2 (ngang 5,08m)-Đường: 7,5 m-Vị trí đẹp, khu dân cư đông, hạ...",https://homedy.com/ban-dat-quan-cam-le-da-nang/duong-75m-ton-dan-tang-nha-c4-kien-co-es3193435,2026-05-18T19:53:59
homedy_land_list,🔴bán đất mt đường 6m hòa minh 27 - diện tích đất 95.5m2 (5x19.1) vuông vức,6500.0,"6,5 Tỷ",67.71,96.0,,,5.0,6.0,,land,,,,"Bán đất MT đường 6m Hòa Minh 27 - Diện tích đất 95.5m2 (5x19.1) vuông vức-Vị trí nằm ngay khu B Phương Trang, gần Nguyễn Sinh Sắc, khu kinh doanh sầm uất,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-duong-6m-hoa-minh-27-dien-tich-95-5m2-5x19-1-vuong-vuc-es3193434,2026-05-18T19:53:59
homedy_land_list,"🔴💥bán lô đất đường 10,5m hồ quý ly - trục đường kinh doanh",7900.0,"7,9 Tỷ",71.82,110.0,,,,10.5,,land,,Thanh Khe,Thanh Khe,"BÁN LÔ ĐẤT ĐƯỜNG 10,5M HỒ QUÝ LY - TRỤC ĐƯỜNG KINH DOANHP. Thanh Khê, TP Đà Nẵng-Lô đất gần biển Nguyễn Tất Thành siêu tiềm năng!-Mặt tiền đường Hồ Quý...",https://homedy.com/ban-dat-quan-thanh-khe-da-nang/lo-duong-105m-ho-quy-ly-truc-kinh-doanh-es3193431,2026-05-18T19:53:59
homedy_land_list,🔴💥bán đất đường 10.5m trần triệu luật - cách nguyễn sinh sắc 50m,8400.0,"8,4 Tỷ",84.0,100.0,,,5.0,10.5,,land,,,,Bán đất đường 10.5m Trần Triệu Luật - cách Nguyễn Sinh Sắc 50m-P. Hòa Khánh - TP Đà Nẵng-Diện tích: 100m2 (5x20)mKhu điện âm hòan toàn-Đường 10.5m thông...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-10-5m-tran-trieu-luat-cach-nguyen-sinh-sac-50m-es3193430,2026-05-18T19:53:59
homedy_land_list,"🔴💥bán đất đường 7,5m bàu mạc 17 - truc thông nguyễn an ninh",7000.0,7 Tỷ,51.85,135.0,,,6.2,7.5,,land,,Lien Chieu,Lien Chieu,"Bán đất đường 7,5m Bàu Mạc 17 - Truc thông Nguyễn An ninh-P. Liên Chiểu, Thành phố Đà Nẵng-DTĐ: 134,5m2 (ngang 6.2m, nở hậu 6,3m)-Đường: 7.5m, vỉa hè 3.5m...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-bau-mac-17-truc-thong-nguyen-an-ninh-es3193402,2026-05-18T19:53:59
homedy_land_list,"🔴💥bán đất đường 7,5m bàu mạc 17 - trục thông nguyễn an ninh",5700.0,"5,7 Tỷ",60.64,94.0,,,5.0,7.5,,land,,Lien Chieu,Lien Chieu,"Bán đất đường 7,5m Bàu Mạc 17 - Trục thông Nguyễn An ninh-Liên Chiểu - Đà Nẵng-DTĐ: 93,7m2 (5x18,74))-Đường: 7.5m vỉa hè 3,5mTrục đường kinh doanh, lô đất...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-bau-mac-17-truc-thong-nguyen-an-ninh-es3193230,2026-05-18T19:53:59
homedy_land_list,🔴💥hàng hiếm - bán đất lô góc 2mt đường đặng huy trứ & nguyễn thúy,11500.0,"11,5 Tỷ",90.55,127.0,,,6.5,,,land,,Lien Chieu,Lien Chieu,"HÀNG HIẾM - Bán đất LÔ GÓC 2MT đường Đặng Huy Trứ & Nguyễn Thúy -Liên Chiểu, Đà Nẵng-Diện tích: 127,2m2 (6,5x20,5)m-Đường: 7,5m. Vỉa hè 4m-Vị trí kinh...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/hang-hiem-lo-goc-2mt-duong-dang-huy-tru-nguyen-thuy-es3193229,2026-05-18T19:53:59
homedy_land_list,"🔴💥bán đất đường 7,5m bàu mạc 17 - truc thông nguyễn an ninh",7000.0,7 Tỷ,51.85,135.0,,,6.2,7.5,,land,,Lien Chieu,Lien Chieu,"Bán đất đường 7,5m Bàu Mạc 17 - Truc thông Nguyễn An ninh-P. Liên Chiểu, Thành phố Đà Nẵng-DTĐ: 134,5m2 (ngang 6.2m, nở hậu 6,3m)-Đường: 7.5m, vỉa hè 3.5m...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-bau-mac-17-truc-thong-nguyen-an-ninh-es3193093,2026-05-18T19:53:59
homedy_land_list,🔴bán đất mt đường 6m hòa minh 27 - diện tích đất 95.5m2 (5x19.1) vuông vức,6500.0,"6,5 Tỷ",67.71,96.0,,,5.0,6.0,,land,,,,"Bán đất MT đường 6m Hòa Minh 27 - Diện tích đất 95.5m2 (5x19.1) vuông vức-Vị trí nằm ngay khu B Phương Trang, gần Nguyễn Sinh Sắc, khu kinh doanh sầm uất,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-duong-6m-hoa-minh-27-dien-tich-95-5m2-5x19-1-vuong-vuc-es3193073,2026-05-18T19:53:59
homedy_land_list,13 lô đất thuộc khu du lịch nghỉ dưỡng Hoà Phú giá chỉ từ 1 tỷ 2xx,1200.0,"1,2 Tỷ",10.0,120.0,,,,,,land,,Hoa Vang,Hoa Vang,👉 GẦN ĐƯỜNG VÀNH ĐAI NAM KÌ KHỞI NGHĨA ✅ Diện tích 120m2✅ Sổ sẵn công chứng ngay✅ Đất sạch đẹp – CAM KẾT KHÔNG LỤT📍ib xem vị trí thực tế 📞...,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/13-lo-thuoc-khu-du-lich-nghi-duong-phu-gia-chi-tu-1-ty-2xx-es3193006,2026-05-18T19:53:59
homedy_land_list,🔥bán nhanh đất đẹp bàu mạc 4 – song song nguyễn an ninh - gần biển,5500.0,"5,5 Tỷ",50.93,108.0,,,,5.0,,land,,Lien Chieu,Lien Chieu,"BÁN NHANH ĐẤT ĐẸP BÀU MẠC 4 – SONG SONG NGUYỄN AN NINH - GẦN BIỂN-P. Liên Chiểu, Đà Nẵng-Diện tích: 107.5m² -Đường 5m5 – vỉa hè 3m mỗi bên-Vị trí cực...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/nhanh-dep-bau-mac-4-song-nguyen-an-ninh-gan-bien-es3192917,2026-05-18T19:54:14
homedy_land_list,🔴💥bán đất mt đường phan đình giót gần chợ nam ô,8200.0,"8,2 Tỷ",65.6,125.0,,,5.0,7.0,,land,,Lien Chieu,Lien Chieu,"Bán đất MT đường PHAN ĐÌNH GIÓT gần chợ NAM Ô-P. Liên Chiểu, TP Đà Nẵng-Diện tích: 125m2 (ngang 5m)-Đường 7m5 vỉa hè mỗi bên 3m, đặc biệt 4.5m vỉa hè phía...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-duong-phan-dinh-giot-gan-cho-nam-o-es3192915,2026-05-18T19:54:14
homedy_land_list,🔴đất mặt tiền hoà minh 27 – song song nguyễn sinh sắc – gần biển,6500.0,"6,5 Tỷ",67.71,96.0,,,,6.5,,land,,,,"ĐẤT MẶT TIỀN HOÀ MINH 27 – SONG SONG NGUYỄN SINH SẮC – GẦN BIỂN -Vị trí cực đẹp:-Nằm trên tuyến đường Hoà Minh 27 – mặt tiền đường rộng 6.5m, song song...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mat-tien-hoa-minh-27-song-nguyen-sinh-sac-gan-bien-es3192893,2026-05-18T19:54:14
homedy_land_list,"💥💥đất mt đặng huy trứ, đường 7m5 lề 4m. sát biển nguyễn tất thành",7490.0,"7,49 Tỷ",83.22,90.0,,,,7.0,,land,,,,"Đất MT Đặng Huy Trứ, Đường 7m5 lề 4m. Sát biển Nguyễn Tất Thành-Diện Tích 90m2-Hướng Tây Bắc sạch đẹp -Khu vực kinh doanh sát biển, tiện ích xung quanh...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-dang-huy-tru-duong-7m5-le-4m-sat-bien-nguyen-tat-thanh-es3192884,2026-05-18T19:54:14
homedy_land_list,"💥💥đất mt đặng huy trứ, đường 7m5 lề 4m. sát biển nguyễn tất thành",7490.0,"7,49 Tỷ",83.22,90.0,,,,7.0,,land,,,,"Đất MT Đặng Huy Trứ, Đường 7m5 lề 4m. Sát biển Nguyễn Tất Thành-Diện Tích 90m2-Hướng Tây Bắc sạch đẹp -Khu vực kinh doanh sát biển, tiện ích xung quanh...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-dang-huy-tru-duong-7m5-le-4m-sat-bien-nguyen-tat-thanh-es3192723,2026-05-18T19:54:14
homedy_land_list,🔥bán nhanh đất đẹp bàu mạc 4 – song song nguyễn an ninh - gần biển,5500.0,"5,5 Tỷ",50.93,108.0,,,,5.0,,land,,Lien Chieu,Lien Chieu,"BÁN NHANH ĐẤT ĐẸP BÀU MẠC 4 – SONG SONG NGUYỄN AN NINH - GẦN BIỂN-P. Liên Chiểu, Đà Nẵng-Diện tích: 107.5m² -Đường 5m5 – vỉa hè 3m mỗi bên-Vị trí cực...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/nhanh-dep-bau-mac-4-song-nguyen-an-ninh-gan-bien-es3192722,2026-05-18T19:54:14
homedy_land_list,🔴đất mặt tiền hoà minh 27 – song song nguyễn sinh sắc – gần biển,6500.0,"6,5 Tỷ",67.71,96.0,,,,6.5,,land,,,,"ĐẤT MẶT TIỀN HOÀ MINH 27 – SONG SONG NGUYỄN SINH SẮC – GẦN BIỂN -Vị trí cực đẹp:-Nằm trên tuyến đường Hoà Minh 27 – mặt tiền đường rộng 6.5m, song song...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mat-tien-hoa-minh-27-song-nguyen-sinh-sac-gan-bien-es3192720,2026-05-18T19:54:14
homedy_land_list,🔴bán lô góc đẹp 2mt – đặng huy trứ & nguyễn thúy,11500.0,"11,5 Tỷ",90.55,127.0,,,,,,land,,,,"BÁN LÔ GÓC ĐẸP 2MT – ĐẶNG HUY TRỨ & NGUYỄN THÚY-Vị trí vàng sát biển: Lô góc Đặng Huy Trứ – Nguyễn Thúy, đi bộ vài bước chân là biển. Tuyến đường thông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-dep-2mt-dang-huy-tru-nguyen-thuy-es3192719,2026-05-18T19:54:14
homedy_land_list,💥bán đất -góc 2 mặt tiền đường 7m5 đặng huy trứ & nguyễn thuý- tp đà nẵng,11500.0,"11,5 Tỷ",90.55,127.0,,,6.0,7.0,,land,,,,BÁN ĐẤT -Góc 2 mặt tiền đường 7m5 Đặng Huy Trứ & Nguyễn Thuý- Tp Đà Nẵng -Dt: 127 m2. Ngang 6m5 -Trục thông sát Biển Nguyễn Tất Thành. -Thích hợp xây...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/goc-2-mat-tien-duong-7m5-dang-huy-tru-nguyen-thuy-tp-es3192717,2026-05-18T19:54:14
homedy_land_list,💥bán đất -góc 2 mặt tiền đường 7m5 đặng huy trứ & nguyễn thuý- tp đà nẵng,11500.0,"11,5 Tỷ",90.55,127.0,,,6.0,7.0,,land,,,,BÁN ĐẤT -Góc 2 mặt tiền đường 7m5 Đặng Huy Trứ & Nguyễn Thuý- Tp Đà Nẵng -Dt: 127 m2. Ngang 6m5 -Trục thông sát Biển Nguyễn Tất Thành. -Thích hợp xây...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/goc-2-mat-tien-duong-7m5-dang-huy-tru-nguyen-thuy-tp-es3192715,2026-05-18T19:54:14
homedy_land_list,💎cần bán lô góc 2 mt đường đặng huy trứ và nguyễn thuý,11500.0,"11,5 Tỷ",90.55,127.0,,,,7.5,,land,,,,Cần bán lô góc 2 MT đường Đặng Huy Trứ và Nguyễn Thuý-P. Hòa Khánh. TP Đà Nẵng-Vị trí:Sát biển Nguyễn Tất Thành và gần chợ Trần Đình Tri.-Đường 7.5m lề...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/can-lo-goc-2-mt-duong-dang-huy-tru-va-nguyen-thuy-es3192520,2026-05-18T19:54:14
homedy_land_list,🔴đất mặt tiền hoà minh 27 – song song nguyễn sinh sắc – gần biển,6500.0,"6,5 Tỷ",67.71,96.0,,,,6.5,,land,,,,"ĐẤT MẶT TIỀN HOÀ MINH 27 – SONG SONG NGUYỄN SINH SẮC – GẦN BIỂN -Vị trí cực đẹp:-Nằm trên tuyến đường Hoà Minh 27 – mặt tiền đường rộng 6.5m, song song...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mat-tien-hoa-minh-27-song-nguyen-sinh-sac-gan-bien-es3192517,2026-05-18T19:54:14
homedy_land_list,"Bán Gấp đất mt Tùng Thiện Vương - Nam Việt Á , 95m2 ngang 5 - sạch đẹp , pháp lý rõ ràng",8600.0,"8,6 Tỷ",90.53,95.0,,,5.0,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán lô TÙNG THIỆN VƯƠNG - Kề Góc Doãn Kế Thiện - Nam Việt ÁLiên hệ Ngay SĐT Đức xem đất - Diện tích; 95m²(5x19)- Hướng đông bắc- Đường: 7m5, Vỉa hè 4m-...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/gap-mt-tung-thien-vuong-nam-viet-a-95m2-ngang-5-sach-dep-phap-ly-ro-rang-es3192372,2026-05-18T19:54:14
homedy_land_list,Đất xây nhà đẹp - Khu dân cư Hoà Tiến cũ phù hợp gia đình,1500.0,"1,5 Tỷ",12.5,120.0,,,,605.0,,land,,Hoa Vang,Hoa Vang,Bạn muốn tìm nơi:Gần chợ?Gần trường?Đường rộng ô tô thoải mái?📍 Lô đất tại Hòa Tiến cũ – gần chợ Lệ Trạch📐 120m² – ngang hơn 7m (rất đẹp xây nhà vườn)🚗...,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/xay-nha-dep-khu-dan-cu-tien-phu-hop-gia-dinh-es3192160,2026-05-18T19:54:14
homedy_land_list,💎cần bán lô góc 2 mt đường đặng huy trứ và nguyễn thuý,11500.0,"11,5 Tỷ",90.55,127.0,,,,7.5,,land,,,,Cần bán lô góc 2 MT đường Đặng Huy Trứ và Nguyễn Thuý-P. Hòa Khánh. TP Đà Nẵng-Vị trí:Sát biển Nguyễn Tất Thành và gần chợ Trần Đình Tri.-Đường 7.5m lề...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/can-lo-goc-2-mt-duong-dang-huy-tru-va-nguyen-thuy-es3192130,2026-05-18T19:54:14
homedy_land_list,🔴💥bán đất mt đường phan đình giót gần chợ nam ô,8200.0,"8,2 Tỷ",65.6,125.0,,,5.0,7.0,,land,,Lien Chieu,Lien Chieu,"Bán đất MT đường PHAN ĐÌNH GIÓT gần chợ NAM Ô-P. Liên Chiểu, TP Đà Nẵng-Diện tích: 125m2 (ngang 5m)-Đường 7m5 vỉa hè mỗi bên 3m, đặc biệt 4.5m vỉa hè phía...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-duong-phan-dinh-giot-gan-cho-nam-o-es3192129,2026-05-18T19:54:14
homedy_land_list,"💥💥đất mt đặng huy trứ, đường 7m5 lề 4m. sát biển nguyễn tất thành",7490.0,"7,49 Tỷ",83.22,90.0,,,,7.0,,land,,,,"Đất MT Đặng Huy Trứ, Đường 7m5 lề 4m. Sát biển Nguyễn Tất Thành-Diện Tích 90m2-Hướng Tây Bắc sạch đẹp -Khu vực kinh doanh sát biển, tiện ích xung quanh...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-dang-huy-tru-duong-7m5-le-4m-sat-bien-nguyen-tat-thanh-es3192086,2026-05-18T19:54:14
homedy_land_list,🔴💥bán đất mt đường phan đình giót gần chợ nam ô,8200.0,"8,2 Tỷ",65.6,125.0,,,5.0,7.0,,land,,Lien Chieu,Lien Chieu,"Bán đất MT đường PHAN ĐÌNH GIÓT gần chợ NAM Ô-P. Liên Chiểu, TP Đà Nẵng-Diện tích: 125m2 (ngang 5m)-Đường 7m5 vỉa hè mỗi bên 3m, đặc biệt 4.5m vỉa hè phía...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-duong-phan-dinh-giot-gan-cho-nam-o-es3192080,2026-05-18T19:54:14
homedy_land_list,"💥Bán đất Đẹp , đường Nguyễn Xiển - Khuê Mỹ - sổ sẵn két giao dịch ngay",8100.0,"8,1 Tỷ",85.26,95.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Bán lô đất đẹp đường Nguyễn Xiển - Khuê Mỹ , cách biển chỉ vài trăm met-Vị trí khu hạ tầng hoàn chỉnh , gần BV 600 giường , biển Mỹ Khê -Diện tích :...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/dep-duong-nguyen-xien-khue-my-so-san-ket-giao-dich-ngay-es3192071,2026-05-18T19:54:23
homedy_land_list,"Booking liền tay – Sở hữu đất đẹp ngay chỉ 1,2XX TỶ / lô đất trung tâm Nam Thành- Hoà Vang",900.0,900 - 1200 Triệu,7.5,120.0,,,,,,land,,Hoa Vang,Hoa Vang,"CHỈ 1,2XX TỶ / LÔ ĐẤT TRUNG TÂM NAM THÀNH – HÒA VANGCơ hội vàng để an cư, đầu tư & khai thác kinh doanh tại khu vực tiềm năng bậc nhất Đà...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/booking-lien-tay-so-huu-dep-ngay-chi-12xx-ty-lo-trung-tam-nam-thanh-es3192072,2026-05-18T19:54:23
homedy_land_list,🔴💥bán đất góc 2mt đường lê công kiều và thanh vinh 12,5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"Bán đất GÓC 2MT đường Lê Công Kiều và Thanh Vinh 12-P. Hòa Khánh, TP Đà Nẵng.-Dtđ: 190m2 (8x24,7)m-Đường quy hoạch 5,5m, lề 3m-Vị trí: Khu đông dân cư, gần...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/goc-2mt-duong-le-cong-kieu-va-thanh-vinh-12-es3191899,2026-05-18T19:54:23
homedy_land_list,🔴bán lô góc đẹp 2mt – đặng huy trứ & nguyễn thúy,11500.0,"11,5 Tỷ",90.55,127.0,,,,,,land,,,,"BÁN LÔ GÓC ĐẸP 2MT – ĐẶNG HUY TRỨ & NGUYỄN THÚY-Vị trí vàng sát biển: Lô góc Đặng Huy Trứ – Nguyễn Thúy, đi bộ vài bước chân là biển. Tuyến đường thông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-dep-2mt-dang-huy-tru-nguyen-thuy-es3191892,2026-05-18T19:54:23
homedy_land_list,💥bán đất -góc 2 mặt tiền đường 7m5 đặng huy trứ & nguyễn thuý- tp đà nẵng,11500.0,"11,5 Tỷ",90.55,127.0,,,6.0,7.0,,land,,,,BÁN ĐẤT -Góc 2 mặt tiền đường 7m5 Đặng Huy Trứ & Nguyễn Thuý- Tp Đà Nẵng -Dt: 127 m2. Ngang 6m5 -Trục thông sát Biển Nguyễn Tất Thành. -Thích hợp xây...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/goc-2-mat-tien-duong-7m5-dang-huy-tru-nguyen-thuy-tp-es3191883,2026-05-18T19:54:23
homedy_land_list,🔴💥hàng hiếm - bán đất lô góc 2mt đường đặng huy trứ & nguyễn thúy,11500.0,"11,5 Tỷ",90.55,127.0,,,6.5,,,land,,Lien Chieu,Lien Chieu,"HÀNG HIẾM - Bán đất LÔ GÓC 2MT đường Đặng Huy Trứ & Nguyễn Thúy -Liên Chiểu, Đà Nẵng-Diện tích: 127,2m2 (6,5x20,5)m-Đường: 7,5m. Vỉa hè 4m-Vị trí kinh...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/hang-hiem-lo-goc-2mt-duong-dang-huy-tru-nguyen-thuy-es3191875,2026-05-18T19:54:23
homedy_land_list,🔴💥chào bán lô đất mt đặng huy trứ - trục thông biển - sát hoàng thị loan,6850.0,"6,85 Tỷ",67.16,102.0,,,,7.0,,land,,,,"Chào bán lô đất MT Đặng Huy Trứ - Trục thông Biển - sát Hoàng Thị Loan-P. Hòa Khánh, TP Đà Nẵng-Đường 7m5 vỉa hè 4m trục thông biển sát Hoàng Thị Loan - đã...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/chao-lo-mt-dang-huy-tru-truc-thong-bien-sat-hoang-thi-loan-es3191874,2026-05-18T19:54:23
homedy_land_list,"🔴💥bán đất đường 7,5m nguyễn xí - sáp lý thái tông",7950.0,"7,95 Tỷ",63.6,125.0,,,5.0,7.5,,land,,Lien Chieu,Lien Chieu,"Bán đất đường 7,5m Nguyễn Xí - Sáp Lý Thái Tông-Liên Chiểu, Đà Nẵng-Dt: 125m2 (5x25)m-Đường rộng 7.5m, lề 4,5m thoáng mát-Vị trí kinh doanh, Trục đường kinh...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-nguyen-xi-sap-ly-thai-tong-es3191870,2026-05-18T19:54:23
homedy_land_list,"🔴💥bán đất đường 7,5m nguyễn xí - sáp lý thái tông",7950.0,"7,95 Tỷ",63.6,125.0,,,5.0,7.5,,land,,Lien Chieu,Lien Chieu,"Bán đất đường 7,5m Nguyễn Xí - Sáp Lý Thái Tông-Liên Chiểu, Đà Nẵng-Dt: 125m2 (5x25)m-Đường rộng 7.5m, lề 4,5m thoáng mát-Vị trí kinh doanh, Trục đường kinh...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-nguyen-xi-sap-ly-thai-tong-es3191869,2026-05-18T19:54:23
homedy_land_list,"🔴💥bán đất đường 7,5m nguyễn xí - sáp lý thái tông",7950.0,"7,95 Tỷ",63.6,125.0,,,5.0,7.5,,land,,Lien Chieu,Lien Chieu,"Bán đất đường 7,5m Nguyễn Xí - Sáp Lý Thái Tông-Liên Chiểu, Đà Nẵng-Dt: 125m2 (5x25)m-Đường rộng 7.5m, lề 4,5m thoáng mát-Vị trí kinh doanh, Trục đường kinh...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-nguyen-xi-sap-ly-thai-tong-es3191866,2026-05-18T19:54:23
homedy_land_list,🔴bán đất trục đường kinh doanh sầm uất nguyễn xí - dt 125m2,7950.0,"7,95 Tỷ",63.6,125.0,,,,7.0,,land,,Thanh Khe,Thanh Khe,Bán đất trục đường kinh doanh sầm uất Nguyễn Xí - DT 125m2-P. Thanh Khê. TP Đà Nẵng-Diện tích: 125m2 nagng 5m vuông vức-Hướng: Đông Bắc-Đường rộng 7m5 lề...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/truc-duong-kinh-doanh-sam-uat-nguyen-xi-dt-125m2-es3191865,2026-05-18T19:54:23
homedy_land_list,🔴💥đất kiệt ô tô đậu đỗ 05 nam cao - cách đường chính chỉ 50m,4790.0,"4,79 Tỷ",50.42,95.0,,,,,,land,,,,"Đất kiệt ô tô đậu đỗNAM CAO - cách đường chính chỉ 50m - kiệt thông Tôn Đức Thắng - Phạm Như Xương, vị trí kinh doanh sầm uất.....- Diện tích 95m ngang hơn...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/kiet-o-to-dau-do-05-nam-cao-cach-duong-chinh-chi-50m-es3191864,2026-05-18T19:54:23
homedy_land_list,🔴bán đất trục đường kinh doanh sầm uất nguyễn xí - dt 125m2,7950.0,"7,95 Tỷ",63.6,125.0,,,,7.0,,land,,Thanh Khe,Thanh Khe,Bán đất trục đường kinh doanh sầm uất Nguyễn Xí - DT 125m2-P. Thanh Khê. TP Đà Nẵng-Diện tích: 125m2 nagng 5m vuông vức-Hướng: Đông Bắc-Đường rộng 7m5 lề...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/truc-duong-kinh-doanh-sam-uat-nguyen-xi-dt-125m2-es3191845,2026-05-18T19:54:23
homedy_land_list,"💥bán đất đường hoà minh 28 - dt: 108,5m2 - ngay nguyễn sinh sắc",6800.0,"6,8 Tỷ",62.96,108.0,,,,,,land,,Lien Chieu,Lien Chieu,"Bán đất đường Hoà Minh 28 - DT: 108,5m2 - Ngay Nguyễn Sinh Sắcần bán lô đất đường Hoà Minh 28 - Phường Hoà Minh, Quận Liên Chiểu, Tp Đà Nẵng- dt đất:...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-minh-28-dt-1085m2-ngay-nguyen-sinh-sac-es3191839,2026-05-18T19:54:23
homedy_land_list,"🔴💥bán đất đường trà na 2 - hòa khánh, thành phố đà nẵng",3250.0,"3,25 Tỷ",32.5,100.0,,,5.0,,,land,,,,"Bán đất đường Trà Na 2 - Hòa Khánh, Thành Phố Đà Nẵng-Dtđ: 100m2, (5x20)m-Đường rộng: 5,5m, lề 3m-Vị trí khu đông dân cư, an ninh tốt, gần trường học các...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-tra-na-2-hoa-khanh-thanh-pho-es3191838,2026-05-18T19:54:23
homedy_land_list,🔴💥bán đất đường hồ quý ly - vị trí kinh doanh - gần chợ,10000.0,10 Tỷ,105.26,95.0,,,5.0,,,land,,Thanh Khe,Thanh Khe,"Bán đất đường Hồ Quý Ly - Vị trí kinh doanh - gần chợ- P. Thanh Khê, TP Đà Nẵng- DTĐ: 95m2 (5x19)m- Đường: 10.5m, lề 5m- Hướng: Tây Bắc- Vị trí: Trục đường...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-ho-quy-ly-vi-tri-kinh-doanh-gan-cho-es3191837,2026-05-18T19:54:23
